trend_name,trend_url,trend_query,tweet_volume,searched_at_datetime,searched_in_country,sentiment
#CovidVic,http://twitter.com/search?q=%23CovidVic,%23CovidVic,,52:43.9,Australia,Positive
#MorrisonOutbreak,http://twitter.com/search?q=%23MorrisonOutbreak,%23MorrisonOutbreak,,52:43.9,Australia,Positive
#NRW2021,http://twitter.com/search?q=%23NRW2021,%23NRW2021,,52:43.9,Australia,Positive
#ScottyDoesNothing,http://twitter.com/search?q=%23ScottyDoesNothing,%23ScottyDoesNothing,,52:43.9,Australia,Positive
#MoreThanAWord,http://twitter.com/search?q=%23MoreThanAWord,%23MoreThanAWord,,52:43.9,Australia,Positive
#RWHS21,http://twitter.com/search?q=%23RWHS21,%23RWHS21,,52:43.9,Australia,Positive
#springst,http://twitter.com/search?q=%23springst,%23springst,,52:43.9,Australia,Positive
#VaccineStrollout,http://twitter.com/search?q=%23VaccineStrollout,%23VaccineStrollout,,52:43.9,Australia,Positive
#vicpol,http://twitter.com/search?q=%23vicpol,%23vicpol,,52:43.9,Australia,Positive
#ThisisNotJournalism,http://twitter.com/search?q=%23ThisisNotJournalism,%23ThisisNotJournalism,,52:43.9,Australia,Positive
#UELfinal,http://twitter.com/search?q=%23UELfinal,%23UELfinal,406935,52:43.9,Australia,Positive
#IStandWithDan,http://twitter.com/search?q=%23IStandWithDan,%23IStandWithDan,,52:43.9,Australia,Positive
#EuropaLeagueFinal,http://twitter.com/search?q=%23EuropaLeagueFinal,%23EuropaLeagueFinal,90365,52:43.9,Australia,Positive
#GetVaccinated,http://twitter.com/search?q=%23GetVaccinated,%23GetVaccinated,,52:43.9,Australia,Positive
#BTSMeal,http://twitter.com/search?q=%23BTSMeal,%23BTSMeal,782672,52:43.9,Australia,Positive
#MUFC,http://twitter.com/search?q=%23MUFC,%23MUFC,196770,52:43.9,Australia,Positive
#PeloCorinthians,http://twitter.com/search?q=%23PeloCorinthians,%23PeloCorinthians,72473,52:43.9,Brazil,Positive
#SaiaJustaNoGNT,http://twitter.com/search?q=%23SaiaJustaNoGNT,%23SaiaJustaNoGNT,,52:43.9,Brazil,Positive
#cantoriacarthur,http://twitter.com/search?q=%23cantoriacarthur,%23cantoriacarthur,,52:43.9,Brazil,Positive
#imperio,http://twitter.com/search?q=%23imperio,%23imperio,,52:43.9,Brazil,Positive
#timaonaconmeboltv,http://twitter.com/search?q=%23timaonaconmeboltv,%23timaonaconmeboltv,,52:43.9,Brazil,Positive
#Isles,http://twitter.com/search?q=%23Isles,%23Isles,13283,52:43.9,Canada,Positive
#TheMaskedSinger,http://twitter.com/search?q=%23TheMaskedSinger,%23TheMaskedSinger,12089,52:43.9,Canada,Positive
#ChicagoFire,http://twitter.com/search?q=%23ChicagoFire,%23ChicagoFire,,52:43.9,Canada,Positive
#PITvsNYI,http://twitter.com/search?q=%23PITvsNYI,%23PITvsNYI,,52:43.9,Canada,Positive
#RHOBH,http://twitter.com/search?q=%23RHOBH,%23RHOBH,,52:43.9,Canada,Positive
#VILMUN,http://twitter.com/search?q=%23VILMUN,%23VILMUN,65929,52:43.9,France,Positive
#UELfinal,http://twitter.com/search?q=%23UELfinal,%23UELfinal,407001,52:43.9,France,Positive
#EuropaLeagueFinal,http://twitter.com/search?q=%23EuropaLeagueFinal,%23EuropaLeagueFinal,90360,52:43.9,France,Positive
#vaccinationobligatoire,http://twitter.com/search?q=%23vaccinationobligatoire,%23vaccinationobligatoire,,52:43.9,France,Positive
#manvil,http://twitter.com/search?q=%23manvil,%23manvil,,52:43.9,France,Positive
#LaRoomK,http://twitter.com/search?q=%23LaRoomK,%23LaRoomK,,52:43.9,France,Positive
#fabspace,http://twitter.com/search?q=%23fabspace,%23fabspace,,52:43.9,France,Positive
#PARCOURSUP,http://twitter.com/search?q=%23PARCOURSUP,%23PARCOURSUP,16836,52:43.9,France,Positive
#GrenelleDeLaHonte,http://twitter.com/search?q=%23GrenelleDeLaHonte,%23GrenelleDeLaHonte,,52:43.9,France,Positive
#UELfinal,http://twitter.com/search?q=%23UELfinal,%23UELfinal,407001,52:43.9,Germany,Positive
#maischberger,http://twitter.com/search?q=%23maischberger,%23maischberger,,52:43.9,Germany,Positive
#Lanz,http://twitter.com/search?q=%23Lanz,%23Lanz,,52:43.9,Germany,Positive
#EuropaLeagueFinal,http://twitter.com/search?q=%23EuropaLeagueFinal,%23EuropaLeagueFinal,90360,52:43.9,Germany,Positive
#TheRevivalWednesday,http://twitter.com/search?q=%23TheRevivalWednesday,%23TheRevivalWednesday,54185,52:43.9,Germany,Positive
#ThursdayThoughts,http://twitter.com/search?q=%23ThursdayThoughts,%23ThursdayThoughts,,52:43.9,India,Positive
#UELfinal,http://twitter.com/search?q=%23UELfinal,%23UELfinal,406990,52:43.9,India,Positive
#ThursdayMotivation,http://twitter.com/search?q=%23ThursdayMotivation,%23ThursdayMotivation,,52:43.9,India,Positive
#GodMorningThursday,http://twitter.com/search?q=%23GodMorningThursday,%23GodMorningThursday,,52:43.9,India,Positive
#EuropaLeagueFinal,http://twitter.com/search?q=%23EuropaLeagueFinal,%23EuropaLeagueFinal,90373,52:43.9,India,Positive
#एकजुट_किसान_मोदी_परेशान,http://twitter.com/search?q=%23%E0%A4%8F%E0%A4%95%E0%A4%9C%E0%A5%81%E0%A4%9F_%E0%A4%95%E0%A4%BF%E0%A4%B8%E0%A4%BE%E0%A4%A8_%E0%A4%AE%E0%A5%8B%E0%A4%A6%E0%A5%80_%E0%A4%AA%E0%A4%B0%E0%A5%87%E0%A4%B6%E0%A4%BE%E0%A4%A8,%23%E0%A4%8F%E0%A4%95%E0%A4%9C%E0%A5%81%E0%A4%9F_%E0%A4%95%E0%A4%BF%E0%A4%B8%E0%A4%BE%E0%A4%A8_%E0%A4%AE%E0%A5%8B%E0%A4%A6%E0%A5%80_%E0%A4%AA%E0%A4%B0%E0%A5%87%E0%A4%B6%E0%A4%BE%E0%A4%A8,,52:43.9,India,Positive
#MUFC,http://twitter.com/search?q=%23MUFC,%23MUFC,196780,52:43.9,India,Positive
#VILMUN,http://twitter.com/search?q=%23VILMUN,%23VILMUN,65930,52:43.9,India,Positive
#khansirpatna,http://twitter.com/search?q=%23khansirpatna,%23khansirpatna,18629,52:43.9,India,Positive
#OleOut,http://twitter.com/search?q=%23OleOut,%23OleOut,40299,52:43.9,India,Positive
#ManchesterUnited,http://twitter.com/search?q=%23ManchesterUnited,%23ManchesterUnited,13315,52:43.9,India,Positive
#WeLovePmModiJi,http://twitter.com/search?q=%23WeLovePmModiJi,%23WeLovePmModiJi,62007,52:43.9,India,Positive
#MANVIL,http://twitter.com/search?q=%23MANVIL,%23MANVIL,,52:43.9,India,Positive
#GGMU,http://twitter.com/search?q=%23GGMU,%23GGMU,15593,52:43.9,India,Positive
#OleIn,http://twitter.com/search?q=%23OleIn,%23OleIn,,52:43.9,India,Positive
#EuropaFinal,http://twitter.com/search?q=%23EuropaFinal,%23EuropaFinal,11145,52:43.9,India,Positive
#EkMiniKatha,http://twitter.com/search?q=%23EkMiniKatha,%23EkMiniKatha,,52:43.9,India,Positive
#MehulChoksi,http://twitter.com/search?q=%23MehulChoksi,%23MehulChoksi,,52:43.9,India,Positive
#justiceforloviassumi,http://twitter.com/search?q=%23justiceforloviassumi,%23justiceforloviassumi,10286,52:43.9,India,Positive
#MyPrideYogiJi,http://twitter.com/search?q=%23MyPrideYogiJi,%23MyPrideYogiJi,59266,52:43.9,India,Positive
#Moonshot,http://twitter.com/search?q=%23Moonshot,%23Moonshot,11066,52:43.9,India,Positive
#supermoon,http://twitter.com/search?q=%23supermoon,%23supermoon,28937,52:43.9,India,Positive
#BloodMoon,http://twitter.com/search?q=%23BloodMoon,%23BloodMoon,11534,52:43.9,India,Positive
#VillarrealManUtd,http://twitter.com/search?q=%23VillarrealManUtd,%23VillarrealManUtd,10763,52:43.9,Italy,Positive
#chilhavisto,http://twitter.com/search?q=%23chilhavisto,%23chilhavisto,,52:43.9,Italy,Positive
#EuropaLeagueFinal,http://twitter.com/search?q=%23EuropaLeagueFinal,%23EuropaLeagueFinal,90373,52:43.9,Italy,Positive
#Emery,http://twitter.com/search?q=%23Emery,%23Emery,,52:43.9,Italy,Positive
#Zidane,http://twitter.com/search?q=%23Zidane,%23Zidane,29530,52:43.9,Italy,Positive
#tradenudesِ,http://twitter.com/search?q=%23tradenudes%D9%90,%23tradenudes%D9%90,,52:43.9,Ukraine,Negative
#BTSMeal,http://twitter.com/search?q=%23BTSMeal,%23BTSMeal,782672,52:43.9,Ukraine,Negative
#cryptocurrencies,http://twitter.com/search?q=%23cryptocurrencies,%23cryptocurrencies,28149,52:43.9,Ukraine,Negative
#cumtributeِ,http://twitter.com/search?q=%23cumtribute%D9%90,%23cumtribute%D9%90,,52:43.9,Ukraine,Negative
#thotِ,http://twitter.com/search?q=%23thot%D9%90,%23thot%D9%90,,52:43.9,Ukraine,Negative
#Bitcoin,http://twitter.com/search?q=%23Bitcoin,%23Bitcoin,214513,52:43.9,Ukraine,Negative
#DeltaBlues,http://twitter.com/search?q=%23DeltaBlues,%23DeltaBlues,,52:43.9,Ukraine,Negative
#BlindDogRadio,http://twitter.com/search?q=%23BlindDogRadio,%23BlindDogRadio,,52:43.9,Ukraine,Negative
#AlimentosSurvivor,http://twitter.com/search?q=%23AlimentosSurvivor,%23AlimentosSurvivor,,52:43.9,Mexico,Negative
#SweetButter,http://twitter.com/search?q=%23SweetButter,%23SweetButter,18505,52:43.9,Mexico,Negative
#TeamPolar,http://twitter.com/search?q=%23TeamPolar,%23TeamPolar,,52:43.9,Mexico,Negative
#TeamPanda,http://twitter.com/search?q=%23TeamPanda,%23TeamPanda,,52:43.9,Mexico,Negative
#VotaCarlosLeal,http://twitter.com/search?q=%23VotaCarlosLeal,%23VotaCarlosLeal,,52:43.9,Mexico,Negative
#TheMaskedSinger,http://twitter.com/search?q=%23TheMaskedSinger,%23TheMaskedSinger,12089,52:43.9,United States,Negative
#Isles,http://twitter.com/search?q=%23Isles,%23Isles,13323,52:43.9,United States,Negative
#MAFS,http://twitter.com/search?q=%23MAFS,%23MAFS,,52:43.9,United States,Negative
#MarriedAtFirstSight,http://twitter.com/search?q=%23MarriedAtFirstSight,%23MarriedAtFirstSight,,52:43.9,United States,Negative
#RHONJ,http://twitter.com/search?q=%23RHONJ,%23RHONJ,,52:43.9,United States,Negative
#MorrisonLockdown,http://twitter.com/search?q=%23MorrisonLockdown,%23MorrisonLockdown,19109,01:46.5,Australia,Negative
#VicLockdown,http://twitter.com/search?q=%23VicLockdown,%23VicLockdown,,01:46.5,Australia,Negative
#COVID19Vic,http://twitter.com/search?q=%23COVID19Vic,%23COVID19Vic,11178,01:46.5,Australia,Negative
#HorizonForbiddenWest,http://twitter.com/search?q=%23HorizonForbiddenWest,%23HorizonForbiddenWest,34968,01:46.5,Australia,Negative
#paytheworkers,http://twitter.com/search?q=%23paytheworkers,%23paytheworkers,,01:46.5,Australia,Negative
#iHeartAwards2021,http://twitter.com/search?q=%23iHeartAwards2021,%23iHeartAwards2021,228640,01:46.5,Brazil,Negative
#MestreDoSabor,http://twitter.com/search?q=%23MestreDoSabor,%23MestreDoSabor,,01:46.5,Brazil,Negative
#FLAxVEL,http://twitter.com/search?q=%23FLAxVEL,%23FLAxVEL,11914,01:46.5,Brazil,Negative
#gremionaconmeboltv,http://twitter.com/search?q=%23gremionaconmeboltv,%23gremionaconmeboltv,,01:46.5,Brazil,Negative
#colunadofla,http://twitter.com/search?q=%23colunadofla,%23colunadofla,,01:46.5,Brazil,Negative
#GoHabsGo,http://twitter.com/search?q=%23GoHabsGo,%23GoHabsGo,,01:46.5,Canada,Negative
#bucciovertimechallenge,http://twitter.com/search?q=%23bucciovertimechallenge,%23bucciovertimechallenge,,01:46.5,Canada,Negative
#GoLeafsGo,http://twitter.com/search?q=%23GoLeafsGo,%23GoLeafsGo,,01:46.5,Canada,Negative
#MTLvsTOR,http://twitter.com/search?q=%23MTLvsTOR,%23MTLvsTOR,,01:46.5,Canada,Negative
#FriendsReunion,http://twitter.com/search?q=%23FriendsReunion,%23FriendsReunion,284827,01:46.5,Canada,Negative
#DTFxJL,http://twitter.com/search?q=%23DTFxJL,%23DTFxJL,,01:46.5,France,Negative
#iHeartAwards2021,http://twitter.com/search?q=%23iHeartAwards2021,%23iHeartAwards2021,223358,01:46.5,France,Negative
#HorizonForbiddenWest,http://twitter.com/search?q=%23HorizonForbiddenWest,%23HorizonForbiddenWest,34971,01:46.5,France,Negative
#Chernobyl,http://twitter.com/search?q=%23Chernobyl,%23Chernobyl,,01:46.5,France,Negative
#Parcoursup2021,http://twitter.com/search?q=%23Parcoursup2021,%23Parcoursup2021,95324,01:46.5,France,Negative
#FriendsReunion,http://twitter.com/search?q=%23FriendsReunion,%23FriendsReunion,284803,01:46.5,France,Negative
#Station19,http://twitter.com/search?q=%23Station19,%23Station19,17585,01:46.5,France,Negative
#BUTTERARMYPARTY,http://twitter.com/search?q=%23BUTTERARMYPARTY,%23BUTTERARMYPARTY,245872,01:46.5,France,Negative
#SpaceOM,http://twitter.com/search?q=%23SpaceOM,%23SpaceOM,,01:46.5,France,Negative
#doublestar,http://twitter.com/search?q=%23doublestar,%23doublestar,,01:46.5,France,Negative
#StateOfPlay,http://twitter.com/search?q=%23StateOfPlay,%23StateOfPlay,,01:46.5,France,Negative
#ViolencesPolicieres,http://twitter.com/search?q=%23ViolencesPolicieres,%23ViolencesPolicieres,,01:46.5,France,Negative
#BernardTapie,http://twitter.com/search?q=%23BernardTapie,%23BernardTapie,,01:46.5,France,Negative
#FabSpace,http://twitter.com/search?q=%23FabSpace,%23FabSpace,,01:46.5,France,Negative
#Luther,http://twitter.com/search?q=%23Luther,%23Luther,,01:46.5,France,Negative
#gntm,http://twitter.com/search?q=%23gntm,%23gntm,49631,01:46.5,Germany,Negative
#HorizonForbiddenWest,http://twitter.com/search?q=%23HorizonForbiddenWest,%23HorizonForbiddenWest,34971,01:46.5,Germany,Negative
#Lanz,http://twitter.com/search?q=%23Lanz,%23Lanz,,01:46.5,Germany,Negative
#Laumann,http://twitter.com/search?q=%23Laumann,%23Laumann,,01:46.5,Germany,Negative
#BUTTERARMYPARTY,http://twitter.com/search?q=%23BUTTERARMYPARTY,%23BUTTERARMYPARTY,245634,01:46.5,Germany,Negative
#भगवान_का_विधान,http://twitter.com/search?q=%23%E0%A4%AD%E0%A4%97%E0%A4%B5%E0%A4%BE%E0%A4%A8_%E0%A4%95%E0%A4%BE_%E0%A4%B5%E0%A4%BF%E0%A4%A7%E0%A4%BE%E0%A4%A8,%23%E0%A4%AD%E0%A4%97%E0%A4%B5%E0%A4%BE%E0%A4%A8_%E0%A4%95%E0%A4%BE_%E0%A4%B5%E0%A4%BF%E0%A4%A7%E0%A4%BE%E0%A4%A8,14422,01:46.5,India,Negative
#FarmLaws_ThreatToIndians,http://twitter.com/search?q=%23FarmLaws_ThreatToIndians,%23FarmLaws_ThreatToIndians,12810,01:46.5,India,Negative
#FridayFitness,http://twitter.com/search?q=%23FridayFitness,%23FridayFitness,,01:46.5,India,Negative
#GodMorningFriday,http://twitter.com/search?q=%23GodMorningFriday,%23GodMorningFriday,,01:46.5,India,Negative
#VeerSavarkar,http://twitter.com/search?q=%23VeerSavarkar,%23VeerSavarkar,,01:46.5,India,Negative
#buongiornomamma,http://twitter.com/search?q=%23buongiornomamma,%23buongiornomamma,,01:46.5,Italy,Negative
#iHeartAwards2021,http://twitter.com/search?q=%23iHeartAwards2021,%23iHeartAwards2021,223358,01:46.5,Italy,Negative
#perdirtichemispiace,http://twitter.com/search?q=%23perdirtichemispiace,%23perdirtichemispiace,,01:46.5,Italy,Negative
#animeselcaday,http://twitter.com/search?q=%23animeselcaday,%23animeselcaday,80191,01:46.5,Italy,Negative
#ANITWTselcaDAY,http://twitter.com/search?q=%23ANITWTselcaDAY,%23ANITWTselcaDAY,78806,01:46.5,Italy,Negative
#tradenudesِ,http://twitter.com/search?q=%23tradenudes%D9%90,%23tradenudes%D9%90,,01:46.5,Ukraine,Negative
#nsfwِ,http://twitter.com/search?q=%23nsfw%D9%90,%23nsfw%D9%90,53662,01:46.5,Ukraine,Negative
#NFTs,http://twitter.com/search?q=%23NFTs,%23NFTs,52405,01:46.5,Ukraine,Negative
#протасевич,http://twitter.com/search?q=%23%D0%BF%D1%80%D0%BE%D1%82%D0%B0%D1%81%D0%B5%D0%B2%D0%B8%D1%87,%23%D0%BF%D1%80%D0%BE%D1%82%D0%B0%D1%81%D0%B5%D0%B2%D0%B8%D1%87,,01:46.5,Ukraine,Negative
#Украина,http://twitter.com/search?q=%23%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B0,%23%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B0,,01:46.5,Ukraine,Negative
#ButterListeningParty7,http://twitter.com/search?q=%23ButterListeningParty7,%23ButterListeningParty7,21343,01:46.5,Mexico,Negative
#DecisiónSurvivor,http://twitter.com/search?q=%23Decisi%C3%B3nSurvivor,%23Decisi%C3%B3nSurvivor,,01:46.5,Mexico,Negative
#iHeartAwards2021,http://twitter.com/search?q=%23iHeartAwards2021,%23iHeartAwards2021,227670,01:46.5,Mexico,Negative
#QueSigaElTaconazo,http://twitter.com/search?q=%23QueSigaElTaconazo,%23QueSigaElTaconazo,,01:46.5,Mexico,Negative
#BUTTERARMYPARTY,http://twitter.com/search?q=%23BUTTERARMYPARTY,%23BUTTERARMYPARTY,245700,01:46.5,Mexico,Negative
#iHeartAwards2021,http://twitter.com/search?q=%23iHeartAwards2021,%23iHeartAwards2021,223358,01:46.5,United States,Negative
#quacktwtselfieday,http://twitter.com/search?q=%23quacktwtselfieday,%23quacktwtselfieday,12394,01:46.5,United States,Negative
#FriendsReunion,http://twitter.com/search?q=%23FriendsReunion,%23FriendsReunion,284803,01:46.5,United States,Negative
#BUTTERARMYPARTY,http://twitter.com/search?q=%23BUTTERARMYPARTY,%23BUTTERARMYPARTY,245872,01:46.5,United States,Negative
#GREATESTHITS,http://twitter.com/search?q=%23GREATESTHITS,%23GREATESTHITS,35479,01:46.5,United States,Negative
#scottyslockdown,http://twitter.com/search?q=%23scottyslockdown,%23scottyslockdown,,19:19.3,Australia,Negative
#AEWDynamite,http://twitter.com/search?q=%23AEWDynamite,%23AEWDynamite,11529,19:19.3,Australia,Negative
#SmackDown,http://twitter.com/search?q=%23SmackDown,%23SmackDown,32516,19:19.3,Australia,Negative
#melbournelockdown4,http://twitter.com/search?q=%23melbournelockdown4,%23melbournelockdown4,,19:19.3,Australia,Negative
#NBAPlayoffs,http://twitter.com/search?q=%23NBAPlayoffs,%23NBAPlayoffs,23839,19:19.3,Australia,Negative
#SonhoLGBTQ,http://twitter.com/search?q=%23SonhoLGBTQ,%23SonhoLGBTQ,16082,19:19.3,Brazil,Negative
#zapoucalote,http://twitter.com/search?q=%23zapoucalote,%23zapoucalote,,19:19.3,Brazil,Negative
#29MPovoNasRuas,http://twitter.com/search?q=%2329MPovoNasRuas,%2329MPovoNasRuas,25329,19:19.3,Brazil,Negative
#방탄소년단RM,http://twitter.com/search?q=%23%EB%B0%A9%ED%83%84%EC%86%8C%EB%85%84%EB%8B%A8RM,%23%EB%B0%A9%ED%83%84%EC%86%8C%EB%85%84%EB%8B%A8RM,39280,19:19.3,Brazil,Negative
#Namjoon,http://twitter.com/search?q=%23Namjoon,%23Namjoon,38765,19:19.3,Brazil,Negative
#SmackDown,http://twitter.com/search?q=%23SmackDown,%23SmackDown,32516,19:19.3,Canada,Negative
#AEWDynamite,http://twitter.com/search?q=%23AEWDynamite,%23AEWDynamite,11529,19:19.3,Canada,Negative
#TheLastDriveIn,http://twitter.com/search?q=%23TheLastDriveIn,%23TheLastDriveIn,,19:19.3,Canada,Negative
#spacesgottalent,http://twitter.com/search?q=%23spacesgottalent,%23spacesgottalent,15378,19:19.3,Canada,Negative
#MINvsVGK,http://twitter.com/search?q=%23MINvsVGK,%23MINvsVGK,,19:19.3,Canada,Negative
#VegasBorn,http://twitter.com/search?q=%23VegasBorn,%23VegasBorn,,19:19.3,Canada,Negative
#Game7,http://twitter.com/search?q=%23Game7,%23Game7,,19:19.3,Canada,Negative
#mnwild,http://twitter.com/search?q=%23mnwild,%23mnwild,,19:19.3,Canada,Negative
#MutantFam,http://twitter.com/search?q=%23MutantFam,%23MutantFam,,19:19.3,Canada,Negative
#residentialschools,http://twitter.com/search?q=%23residentialschools,%23residentialschools,,19:19.3,Canada,Negative
#LuciferSeason5B,http://twitter.com/search?q=%23LuciferSeason5B,%23LuciferSeason5B,35866,19:19.3,Canada,Negative
#FriendsTheReunion,http://twitter.com/search?q=%23FriendsTheReunion,%23FriendsTheReunion,,19:19.3,Canada,Negative
#genocide,http://twitter.com/search?q=%23genocide,%23genocide,11033,19:19.3,Canada,Negative
#FridayVibes,http://twitter.com/search?q=%23FridayVibes,%23FridayVibes,17413,19:19.3,Canada,Negative
#UCLFinal,http://twitter.com/search?q=%23UCLFinal,%23UCLFinal,155005,19:19.3,Canada,Negative
#January6thCommission,http://twitter.com/search?q=%23January6thCommission,%23January6thCommission,54463,19:19.3,Canada,Negative
#FridayFeeling,http://twitter.com/search?q=%23FridayFeeling,%23FridayFeeling,25133,19:19.3,Canada,Negative
#KohLanta,http://twitter.com/search?q=%23KohLanta,%23KohLanta,70835,19:19.3,France,Negative
#NBAExtra,http://twitter.com/search?q=%23NBAExtra,%23NBAExtra,,19:19.3,France,Negative
#testdematurité,http://twitter.com/search?q=%23testdematurit%C3%A9,%23testdematurit%C3%A9,,19:19.3,France,Negative
#RstFm,http://twitter.com/search?q=%23RstFm,%23RstFm,,19:19.3,France,Negative
#SmackDown,http://twitter.com/search?q=%23SmackDown,%23SmackDown,32535,19:19.3,France,Negative
#LetsDance,http://twitter.com/search?q=%23LetsDance,%23LetsDance,,19:19.3,Germany,Negative
#MittelalterCamp,http://twitter.com/search?q=%23MittelalterCamp,%23MittelalterCamp,,19:19.3,Germany,Negative
#MFFL,http://twitter.com/search?q=%23MFFL,%23MFFL,,19:19.3,Germany,Negative
#LifeChangingVigil,http://twitter.com/search?q=%23LifeChangingVigil,%23LifeChangingVigil,46568,19:19.3,Germany,Negative
#heuteshow,http://twitter.com/search?q=%23heuteshow,%23heuteshow,,19:19.3,Germany,Negative
#HappinessMantra,http://twitter.com/search?q=%23HappinessMantra,%23HappinessMantra,10832,19:19.3,India,Negative
#मोदी_बिचौलिया_अडानी_का,http://twitter.com/search?q=%23%E0%A4%AE%E0%A5%8B%E0%A4%A6%E0%A5%80_%E0%A4%AC%E0%A4%BF%E0%A4%9A%E0%A5%8C%E0%A4%B2%E0%A4%BF%E0%A4%AF%E0%A4%BE_%E0%A4%85%E0%A4%A1%E0%A4%BE%E0%A4%A8%E0%A5%80_%E0%A4%95%E0%A4%BE,%23%E0%A4%AE%E0%A5%8B%E0%A4%A6%E0%A5%80_%E0%A4%AC%E0%A4%BF%E0%A4%9A%E0%A5%8C%E0%A4%B2%E0%A4%BF%E0%A4%AF%E0%A4%BE_%E0%A4%85%E0%A4%A1%E0%A4%BE%E0%A4%A8%E0%A5%80_%E0%A4%95%E0%A4%BE,24101,19:19.3,India,Negative
#SaturdayMorning,http://twitter.com/search?q=%23SaturdayMorning,%23SaturdayMorning,,19:19.3,India,Negative
#SaturdayThoughts,http://twitter.com/search?q=%23SaturdayThoughts,%23SaturdayThoughts,,19:19.3,India,Negative
#किसानो_के_वैक्सीन_लगाओ,http://twitter.com/search?q=%23%E0%A4%95%E0%A4%BF%E0%A4%B8%E0%A4%BE%E0%A4%A8%E0%A5%8B_%E0%A4%95%E0%A5%87_%E0%A4%B5%E0%A5%88%E0%A4%95%E0%A5%8D%E0%A4%B8%E0%A5%80%E0%A4%A8_%E0%A4%B2%E0%A4%97%E0%A4%BE%E0%A4%93,%23%E0%A4%95%E0%A4%BF%E0%A4%B8%E0%A4%BE%E0%A4%A8%E0%A5%8B_%E0%A4%95%E0%A5%87_%E0%A4%B5%E0%A5%88%E0%A4%95%E0%A5%8D%E0%A4%B8%E0%A5%80%E0%A4%A8_%E0%A4%B2%E0%A4%97%E0%A4%BE%E0%A4%93,10113,19:19.3,India,Negative
#quartogrado,http://twitter.com/search?q=%23quartogrado,%23quartogrado,,19:19.3,Italy,Negative
#IlSegreto,http://twitter.com/search?q=%23IlSegreto,%23IlSegreto,,19:19.3,Italy,Negative
#Hakimi,http://twitter.com/search?q=%23Hakimi,%23Hakimi,,19:19.3,Italy,Negative
#clubshowitalia,http://twitter.com/search?q=%23clubshowitalia,%23clubshowitalia,,19:19.3,Italy,Negative
#ItaliaSanMarino,http://twitter.com/search?q=%23ItaliaSanMarino,%23ItaliaSanMarino,,19:19.3,Italy,Negative
#tradenudesِ,http://twitter.com/search?q=%23tradenudes%D9%90,%23tradenudes%D9%90,,19:19.3,Ukraine,Negative
#NFTdrop,http://twitter.com/search?q=%23NFTdrop,%23NFTdrop,,19:19.3,Ukraine,Negative
#nakedِ,http://twitter.com/search?q=%23naked%D9%90,%23naked%D9%90,,19:19.3,Ukraine,Negative
#DeltaBlues,http://twitter.com/search?q=%23DeltaBlues,%23DeltaBlues,,19:19.3,Ukraine,Negative
#BlindDogRadio,http://twitter.com/search?q=%23BlindDogRadio,%23BlindDogRadio,,19:19.3,Ukraine,Negative
#nftcollector,http://twitter.com/search?q=%23nftcollector,%23nftcollector,27019,19:19.3,Ukraine,Negative
#TribusEnJuego,http://twitter.com/search?q=%23TribusEnJuego,%23TribusEnJuego,,19:19.3,Mexico,Negative
#PremiosLikesBrasil,http://twitter.com/search?q=%23PremiosLikesBrasil,%23PremiosLikesBrasil,47098,19:19.3,Mexico,Negative
#AlbumAnoEvermore,http://twitter.com/search?q=%23AlbumAnoEvermore,%23AlbumAnoEvermore,20007,19:19.3,Mexico,Negative
#AlbumHitFolklore,http://twitter.com/search?q=%23AlbumHitFolklore,%23AlbumHitFolklore,19983,19:19.3,Mexico,Negative
#DiadelPerroSinRaza,http://twitter.com/search?q=%23DiadelPerroSinRaza,%23DiadelPerroSinRaza,,19:19.3,Mexico,Negative
#AEWDynamite,http://twitter.com/search?q=%23AEWDynamite,%23AEWDynamite,11704,19:19.3,United States,Negative
#SmackDown,http://twitter.com/search?q=%23SmackDown,%23SmackDown,32496,19:19.3,United States,Negative
#TheLastDriveIn,http://twitter.com/search?q=%23TheLastDriveIn,%23TheLastDriveIn,,19:19.3,United States,Negative
#spacesgottalent,http://twitter.com/search?q=%23spacesgottalent,%23spacesgottalent,15398,19:19.3,United States,Negative
#MFFL,http://twitter.com/search?q=%23MFFL,%23MFFL,,19:19.3,United States,Negative
#insiders,http://twitter.com/search?q=%23insiders,%23insiders,15331,34:05.6,Australia,Negative
#auspol,http://twitter.com/search?q=%23auspol,%23auspol,29278,34:05.6,Australia,Negative
#Offsiders,http://twitter.com/search?q=%23Offsiders,%23Offsiders,,34:05.6,Australia,Negative
#melbournelockdown4,http://twitter.com/search?q=%23melbournelockdown4,%23melbournelockdown4,,34:05.6,Australia,Negative
#UCLFinal,http://twitter.com/search?q=%23UCLFinal,%23UCLFinal,1448185,34:05.6,Australia,Negative
#LiveCachacaCabare4,http://twitter.com/search?q=%23LiveCachacaCabare4,%23LiveCachacaCabare4,12237,34:05.6,Brazil,Negative
#29MForaBolsonaro,http://twitter.com/search?q=%2329MForaBolsonaro,%2329MForaBolsonaro,960918,34:05.6,Brazil,Negative
#desconjurou,http://twitter.com/search?q=%23desconjurou,%23desconjurou,52603,34:05.6,Brazil,Negative
#FestaPowerCouple,http://twitter.com/search?q=%23FestaPowerCouple,%23FestaPowerCouple,,34:05.6,Brazil,Negative
